tconst,averageRating,numVotes
tt1168639,5.4,97
tt1168645,5.7,10
tt11686490,5.4,7956
tt1168654,7.3,65
tt11686556,5.1,86
tt11686600,5.0,5
tt11686784,8.5,35
tt11686954,7.3,21
tt1168696,2.4,217
tt11687098,6.7,72
tt1168710,3.2,21
tt11687108,7.5,15
tt1168764,7.4,54
tt1168774,4.3,85
tt11688770,4.8,77
tt11689090,6.9,194
tt11689278,4.8,112
tt11689968,6.2,11
tt11690220,6.4,286
tt11690360,5.8,48
tt11690402,6.5,18
tt11690838,6.4,329
tt1169133,4.7,384
tt1169137,3.3,168
tt1169147,5.1,154
tt1169164,6.0,40
tt11691696,6.4,780
tt11692070,4.8,146
tt11692124,5.8,20
tt11692148,6.8,591
tt1169270,5.5,1161
tt1169272,6.0,216
tt1169273,6.0,385
tt11692986,5.5,1200
tt11693446,5.4,18
tt11693542,2.3,32
tt11693726,3.5,58
tt11694776,6.7,37
tt11695080,7.4,186
tt11695082,7.1,9
tt11695190,4.8,325
tt11695654,5.9,2098
tt11695864,3.5,15
tt11695950,5.5,82
tt11696218,7.9,15
tt11696674,5.7,10
tt11696978,7.7,113
tt11697348,6.3,7
tt11697484,3.8,8492
tt11697536,6.2,125
tt11697690,6.7,2723
tt11697748,8.1,22
tt11697820,6.6,1477
tt11697832,6.3,1325
tt11697844,7.5,3816
tt1169809,5.2,7764
tt1169810,4.7,13
tt1169822,5.4,16
tt1169823,7.9,14
tt1169826,4.0,32
tt1169834,7.5,944
tt1169841,7.2,944
tt1169847,5.8,12
tt11698512,8.5,61
tt11698630,6.6,5606
tt11698662,5.4,1976
tt11700260,7.3,1210
tt11700754,7.7,110
tt11701102,6.4,8
tt11701316,7.6,10
tt11701772,5.5,46
tt11701774,5.0,2183
tt11702278,3.9,118
tt11702514,4.1,11
tt11702612,8.2,12
tt11702678,2.3,26
tt1170347,6.1,20
tt1170350,4.5,1623
tt1170358,7.8,641356
tt1170370,5.9,10
tt1170380,6.0,35
tt1170389,4.7,300
tt1170390,5.8,57
tt1170391,5.2,1701
tt1170393,6.9,3690
tt1170396,6.3,414
tt1170397,5.9,539
tt1170398,5.1,407
tt1170399,5.5,1114
tt1170400,6.7,235
tt11704012,6.1,438
tt1170402,5.5,2048
tt1170404,5.4,2223
tt1170410,5.6,62
tt1170411,3.8,520
tt11704342,5.5,21
tt11704354,9.1,139
tt1170482,6.2,56
tt11705758,7.2,17
tt11707848,3.0,132
tt11708140,4.7,2321
tt11708482,4.7,244
tt11708788,7.6,83
tt11709094,6.5,687
tt11709296,5.3,345
tt11709306,7.3,389
tt11709788,3.3,12
tt11709818,7.3,21
tt11710070,7.7,25
tt11710090,8.8,459
tt11710118,6.2,7
tt11710234,5.9,42
tt11710248,5.2,21
tt1171220,4.2,42
tt1171222,5.1,9238
tt1171226,6.0,1075
tt1171258,6.8,38
tt1171265,5.4,79
tt1171268,5.5,20
tt1171269,6.9,107
tt1171271,4.5,130
tt11712870,8.0,9
tt11713524,5.5,111
tt11713606,7.3,13
tt11713638,6.6,32
tt11713972,4.6,45
tt11714842,3.8,19
tt11714964,8.3,30
tt1171669,6.2,87
tt1171672,4.8,1159
tt1171684,4.5,86
tt1171692,5.6,48
tt1171701,8.0,33441
tt1171704,6.3,230
tt1171705,5.4,13
tt1171709,2.9,1491
tt1171721,6.9,2467
tt11717746,3.8,10
tt11718264,5.4,64
tt11718306,6.4,63
tt11718526,7.6,1261
tt11718726,5.6,37
tt11718728,2.8,231
tt11718902,7.0,1818
tt11719418,4.2,189
tt11719482,5.4,9
tt11719648,6.4,891
tt11719702,5.8,86
tt11719826,6.6,10
tt11720362,7.0,7
tt1172049,7.0,97996
tt1172052,5.9,14
tt1172060,3.5,2854
tt1172062,3.9,214
tt1172063,5.6,366
tt1172065,3.5,248
tt1172066,4.5,251
tt1172070,2.4,212
tt11721070,7.6,34
tt1172168,3.8,145
tt11721708,5.5,28
tt1172186,6.5,391
tt1172203,7.6,4714
tt1172206,6.8,6440
tt1172230,5.1,1358
tt1172231,5.0,28
tt1172233,6.9,66792
tt11722350,5.7,199
tt11723916,5.9,98
tt11724686,3.5,8
tt11724826,5.8,107
tt1172507,7.3,16
tt1172522,7.7,2107
tt1172523,6.3,90
tt1172539,8.5,25
tt11725450,7.8,117
tt1172550,5.3,181
tt11725680,6.4,3124
tt1172570,7.0,129116
tt1172571,5.9,18066
tt1172573,7.2,37
tt1172587,5.5,1772
tt11726342,4.3,13
tt11727004,5.1,76
tt11727052,5.7,1805
tt11729298,7.2,9391
tt1172952,6.2,7
tt11729552,4.5,7
tt1172963,7.3,6598
tt1172974,6.0,659
tt1172991,6.7,45506
tt1172994,6.3,45100
tt1172996,5.0,333
tt1172997,4.1,391
tt1172998,6.5,2906
tt11730520,6.5,93
tt11730576,9.1,628
tt11730922,6.1,912
tt11730940,7.5,2196
tt11731768,7.4,1846
tt11731920,4.7,8
tt11731926,4.2,66
tt11731984,6.8,795
tt11732158,6.5,57
tt11732324,5.9,226
tt11732494,8.1,10
tt11732522,6.3,343
tt11732624,6.3,16
tt11733526,5.6,15
tt11734264,4.7,7702
tt11734316,6.9,49
tt1173467,6.1,106
tt11734696,3.9,166
tt1173503,5.5,8
tt1173506,6.2,720
tt1173527,6.1,40
tt11735544,6.9,663
tt1173568,6.5,450
tt11735906,6.3,49
tt11736000,5.4,15
tt11736718,4.2,58
tt11736776,6.7,133
tt1173682,5.8,328
tt1173683,6.2,101
tt11736856,7.1,25
tt1173685,7.0,11
tt1173686,6.5,992
tt1173687,6.9,10771
tt1173697,6.4,11
tt1173708,6.1,346
tt1173716,5.5,84
tt1173744,5.8,462
tt1173745,7.5,14637
tt11737466,2.5,1111
tt1173755,6.7,77
tt11737594,6.4,7
tt11737748,6.6,30
tt11737756,6.9,477
tt11737764,7.4,5
tt11737766,5.3,20
tt11737772,9.2,3182
tt11737816,5.1,16
tt11737936,7.3,1073
tt11738034,6.5,13
tt11738234,7.6,23
tt11738264,2.9,9
tt11738338,6.0,13
tt11738504,3.4,13
tt11738520,7.4,30
tt11738830,6.1,4043
tt1173893,3.5,264
tt1173901,7.8,3447
tt1173913,6.9,28
tt1173918,6.0,163
tt1173941,4.3,584
tt1173946,4.7,266
tt1173947,6.5,249
tt1173949,6.3,514
tt11739498,8.2,2694
tt1173959,6.0,142
tt11740140,8.2,12
tt1174033,3.9,19
tt1174034,5.6,685
tt1174035,6.5,289
tt1174041,3.5,3148
tt1174042,6.3,4241
tt1174045,5.5,496
tt1174047,7.2,1526
tt1174049,5.9,599
tt11741044,6.0,284
tt11742070,3.8,233
tt11742184,6.5,27
tt11742524,3.0,150
tt11742798,5.8,8133
tt11743330,5.0,22
tt11743900,6.4,2027
tt11744358,7.7,700
tt11744432,6.0,527
tt11744850,6.5,26
tt11746688,7.0,19
tt1174686,3.1,60
tt1174691,7.0,1277
tt1174693,5.6,2586
tt1174696,4.3,86
tt11747014,4.3,109
tt1174703,6.0,89
tt11747046,3.0,9
tt11747286,6.3,433
tt1174730,7.4,31565
tt1174732,7.3,133006
tt1174739,4.3,216
tt11747412,2.2,7
tt11748354,6.6,1238
tt11749272,7.6,8
tt1174933,6.6,165
tt1174954,6.4,31103
tt1174992,5.7,24
tt11749980,6.3,189
tt11749986,3.4,12
tt11750260,5.7,59
tt11750282,6.1,13487
tt11753030,5.8,85
tt1175320,8.2,20
tt11753704,5.1,504
tt11753890,5.2,242
tt11754352,7.5,34
tt11754464,4.0,632
tt11754896,7.3,187
tt1175489,6.9,29
tt1175491,6.3,47885
tt1175500,5.5,30
tt11755040,6.8,17
tt1175505,5.4,2123
tt1175506,6.7,11225
tt1175523,6.4,132
tt11755300,7.9,1921
tt1175633,6.5,89
tt1175709,6.3,55781
tt1175713,5.4,1997
tt1175725,6.1,41
tt11758436,8.8,8
tt11758684,6.2,20
tt11758792,3.2,170
tt11758900,5.6,87
tt11759630,8.8,6
tt11759852,4.7,6
tt11759906,5.6,28
tt11760236,4.2,376
tt11760270,6.4,366
tt11760696,7.1,8
tt11760836,4.0,9
tt1176096,7.1,1147
tt11761404,6.1,33
tt1176142,1.9,1724
tt1176161,3.7,357
tt1176175,6.9,18
tt1176187,8.2,28
tt1176198,6.9,20
tt11762434,2.5,12215
tt1176251,6.0,9677
tt1176252,5.2,5185
tt11762546,4.9,44
tt11763296,7.1,1524
tt1176404,7.5,32
tt1176416,5.4,1959
tt1176441,3.8,131
tt11764424,5.9,16
tt1176442,5.4,130
tt1176453,4.4,173
tt11764856,3.9,76
tt11764870,4.2,21
tt11765324,2.2,482
tt11766104,8.8,14
tt11766262,4.4,97
tt11766318,2.5,373
tt11766802,6.6,2160
tt1176686,6.5,449
tt1176699,6.6,470
tt1176704,6.5,97
tt11767082,5.9,53
tt1176724,5.9,4440
tt1176728,7.3,66
tt1176731,5.1,557
tt1176733,4.8,511
tt11767342,4.0,83
tt1176734,4.8,94
tt1176740,7.0,53363
tt11767484,7.7,4130
tt11767498,5.9,29
tt11767552,6.9,503
tt11767722,7.2,2882
tt11767808,7.5,96
tt11768008,6.3,768
tt11768018,6.7,386
tt11768034,3.5,62
tt11768356,5.0,367
tt1176907,6.1,42
tt1176911,5.8,842
tt11769162,3.9,976
tt1176928,6.2,430
tt1176931,7.0,121
tt1176933,6.5,449
tt1176935,4.8,25
tt1176941,7.3,24
tt1176942,6.4,188
tt1176954,6.7,2129
tt1176958,6.2,127
tt1176960,5.4,2685
tt1176961,4.3,538
tt1176963,7.0,1104
tt11770548,3.8,12
tt11770792,6.5,15
tt11770890,7.0,439
tt1177094,5.0,321
tt11771006,5.9,2106
tt11771036,5.0,718
tt11771204,6.1,31
tt11771206,6.0,377
tt11771310,6.4,125
tt1177161,6.2,138
tt11771626,5.5,212
tt11771656,6.4,16
tt11771704,7.1,746
tt11771732,8.0,27
tt11771882,5.2,47
tt11772186,5.5,119
tt11772476,6.3,247
tt11772516,6.3,188
tt11772576,4.5,635
tt11772600,8.5,584
tt11772670,9.0,21
tt11772702,4.1,21
tt11772718,6.0,36
tt11772768,7.4,12
tt11773084,5.5,95
tt11773160,6.2,38
tt11773276,5.6,1558
tt11773286,6.3,162
tt11773342,7.4,225
tt11773378,7.3,11114
tt11773446,7.5,23
tt11773456,8.3,4268
tt11773484,7.1,975
tt11773588,5.6,203
tt11773648,6.6,89
tt11774804,7.1,227
tt11775236,3.8,315
tt11775378,6.3,41
tt11775734,3.2,9
tt11775972,5.7,31
tt11777040,6.3,5379
tt11777056,6.6,16
tt11777210,4.8,20
tt11777298,6.5,515
tt11777304,5.5,19
tt11777308,5.3,441
tt11777510,3.4,136
tt11777570,6.5,38
tt11777738,7.5,20294
tt11777920,5.2,309
tt11778102,6.2,1181
tt11778118,6.5,4694
tt11778144,6.4,1513
tt11778338,4.6,8
tt11778498,7.7,30
tt11778926,6.4,9
tt11778990,4.4,38
tt11779042,6.6,13
tt11779090,6.7,28
tt11779210,6.5,13
tt11779214,5.2,10
tt11779616,7.2,861
tt11779626,2.7,20
tt11779640,6.8,393
tt11779642,5.9,141
tt11779668,3.0,11
tt11779688,8.2,81
tt11779742,5.0,9
tt11779744,10.0,751
tt11780762,5.2,20
tt11780876,4.1,20
tt1178122,6.2,83
tt1178132,6.7,61
tt11781382,3.6,18
tt11781580,4.7,30
tt11781806,6.1,179
tt1178191,6.5,17
tt1178197,7.9,5942
tt11782684,8.8,59
tt11783108,6.7,180
tt11783786,3.8,58
tt11783988,6.5,345
tt11784126,6.2,16
tt11784470,5.9,23
tt1178480,7.4,29
tt11785576,7.3,25
tt11785628,5.2,7
tt1178614,6.9,58
tt1178627,4.2,31
tt1178630,6.2,55
tt1178640,4.8,1810
tt1178641,7.5,22
tt1178642,5.9,184
tt1178654,6.6,933
tt1178657,6.1,735
tt1178663,7.1,73783
tt1178665,6.3,26910
tt11788294,6.3,15
tt11788956,2.7,962
tt1179019,5.3,153
tt1179025,6.2,21079
tt1179026,4.7,216
tt1179031,6.7,35671
tt1179034,6.4,116561
tt11790378,3.8,212
tt1179046,5.3,66
tt1179056,5.2,99010
tt1179057,4.6,113
tt1179064,3.8,333
tt1179067,3.0,2559
tt1179069,6.0,34433
tt1179071,3.8,1684
tt1179078,4.4,117
tt1179079,6.2,270
tt1179082,5.0,153
tt11791146,2.8,396
tt11791798,7.6,7
tt11791828,6.6,12
tt11792122,2.9,38
tt11792512,5.3,201
tt1179258,6.1,11185
tt1179259,6.6,1076
tt1179271,6.9,641
tt11792734,3.7,7453
tt1179286,6.4,12
tt1179296,7.3,19
tt1179301,6.1,216
tt1179390,7.3,10
tt1179443,6.5,309
tt11795652,6.6,182
tt1179758,6.0,45
tt1179773,7.4,1946
tt1179781,3.4,1156
tt1179782,7.1,1997
tt1179788,6.3,95
tt1179791,5.6,218
tt1179793,6.3,888
tt1179794,6.5,12904
tt1179820,5.1,156
tt1179836,5.4,149
tt1179855,5.8,1916
tt11798718,3.2,25
tt1179891,5.4,56456
tt1179904,6.3,234640
tt11799110,3.5,619
tt1179927,6.2,641
tt1179933,7.2,315599
tt1179947,7.7,4887
tt11799696,6.5,15
tt11799742,6.6,59
tt11799784,5.7,135
tt11799790,7.6,363
tt11799800,6.9,8
tt11799834,5.2,15
tt11800272,5.6,892
tt11802574,6.1,13
tt11802742,6.1,44
tt11802938,3.9,25
tt11802966,5.1,37
tt11802992,7.8,1556
tt1180300,5.9,536
tt1180304,6.5,662
tt1180305,6.7,18
tt1180316,5.3,31
tt1180323,6.4,154
tt1180333,5.0,596
tt1180335,5.6,62
tt1180346,5.7,340
tt1180348,6.4,154
tt11803570,6.3,37
tt11803618,7.8,339
tt11803662,6.5,21
tt11803676,6.4,14
tt11804030,7.5,35
tt11804076,5.2,47
tt11804152,5.8,18988
tt11804772,4.9,128
tt1180574,6.6,62
tt1180579,5.9,76
tt1180583,8.3,12690
tt11805890,7.7,13
tt11806164,6.0,7
tt11807592,5.6,56
tt11807762,6.1,874
tt11807866,5.7,30
tt11807888,6.1,1672
tt11808162,5.9,14
tt11808250,6.5,205
tt11808270,6.3,1011
tt11808288,6.2,146
tt11808294,5.6,72
tt11808308,4.9,40
tt11809034,7.2,8297
tt11809064,5.7,257
tt11809492,7.0,8
tt11810436,5.7,22
tt11810546,7.2,763
tt11811996,5.5,22
tt11812338,6.2,525
tt11813228,6.3,161
tt11813348,7.8,10
tt1181343,7.9,37
tt11813822,4.1,474
tt11815290,6.5,94
tt11815960,4.9,4170
tt11816000,7.1,62
tt1181601,4.9,11
tt11816092,6.1,6695
tt1181614,6.0,10157
tt11817004,6.2,17
tt11817064,4.9,25
tt11817068,5.0,7
tt1181791,6.4,47660
tt1181795,6.1,19861
tt1181826,6.6,40
tt1181840,6.9,6748
tt11818426,6.2,404
tt1181919,6.5,1154
tt1181920,6.3,1879
tt1181927,7.4,4701
tt1181931,6.4,80
tt1181934,5.9,21
tt11819890,6.5,1779
tt11821034,2.4,89
tt11821122,2.8,71
tt11821582,2.9,118
tt11821818,5.6,1261
tt11821888,5.7,401
tt11822492,2.9,30
tt1182257,6.1,265
tt11822996,4.4,8
tt1182315,4.8,146
tt1182345,7.8,353173
tt1182350,6.3,45481
tt1182609,4.2,2957
tt1182615,4.9,201
tt11826450,5.3,1579
tt11826520,5.0,22
tt11826730,6.5,6
tt11826862,5.5,177
tt11827282,8.3,32
tt11827806,5.3,1385
tt11828362,3.3,7
tt11828634,6.7,57
tt1182865,7.1,7
tt1182884,4.3,2569
tt1182896,5.0,36
tt1182908,4.2,2117
tt11829142,5.5,1028
tt1182921,5.5,13133
tt1182924,5.3,957
tt11829286,6.0,15
tt1182937,7.2,47341
tt1182942,3.3,233
tt1182972,6.1,11339
tt11829884,7.0,54
tt11830794,6.9,13
tt11831084,6.6,37
tt1183147,7.3,54
tt1183148,5.6,33
tt11831688,7.7,78
tt11832046,6.1,5639
tt11832346,6.3,56
tt1183251,5.8,12868
tt1183252,6.9,18108
tt11832624,5.8,211
tt1183276,5.9,15653
tt11832974,4.7,13
tt1183301,4.3,205
tt1183307,4.2,461
tt11833150,2.5,36
tt1183352,6.8,946
tt11833648,8.0,8740
tt11833670,3.1,204
tt11833710,2.7,426
tt11833732,5.9,76
tt1183374,5.7,17167
tt11833800,4.6,7
tt1183478,5.3,1687
tt1183482,4.5,37
tt1183487,7.3,40
tt1183488,6.7,64
tt11834890,4.0,45
tt1183489,3.1,518
tt11835236,5.7,160
tt11835588,4.6,57
tt11835714,3.5,1240
tt1183658,6.0,449
tt1183663,7.7,16
tt1183665,6.6,20038
tt1183672,6.0,1586
tt1183684,5.5,356
tt1183692,6.7,96
tt1183702,7.2,34
tt1183703,7.4,40
tt1183707,6.3,211
tt1183723,2.8,599
tt1183725,5.0,25
tt1183731,6.6,26
tt1183732,5.9,11685
tt11837558,5.3,170
tt11837886,5.6,37
tt1183890,3.0,12
tt1183901,6.5,63
tt1183907,7.8,4013
tt1183908,5.6,1789
tt1183911,6.3,7538
tt1183917,4.2,1517
tt1183921,6.9,7819
tt1183923,6.9,24337
tt1183930,7.1,17
tt1183934,6.7,7
tt1183939,5.5,89
tt1183941,6.8,12
tt1183942,6.7,368
tt1183944,4.5,83
tt1183946,7.3,3103
tt1183947,8.3,21
tt11839616,5.5,10
tt11840954,6.8,333
tt11840988,5.1,1408
tt11841020,9.3,11
tt11841078,2.8,9
tt11841144,6.4,188
tt11841266,4.9,44
tt11841830,8.2,45
tt11843944,6.0,397
tt11843950,5.2,114
tt11845454,7.2,12
tt11845692,6.5,397
tt11845846,3.8,41
tt11847126,8.4,8
tt11847410,7.0,12220
tt11847606,5.0,154
tt11847758,5.0,95
tt11847924,4.7,42
tt11847966,6.8,75
tt11849874,6.4,44
tt11851430,6.8,1783
tt11851882,4.0,49
tt11851884,2.3,134
tt1185231,6.4,70
tt1185235,4.1,461
tt1185242,5.2,2526
tt1185244,4.7,592
tt1185253,5.8,627
tt1185264,4.9,2862
tt1185266,3.5,13567
tt1185274,6.1,40
tt1185344,6.1,1793
tt11853484,7.7,33
tt1185376,6.0,2369
tt1185390,5.2,451
tt1185393,5.6,526
tt11854074,6.7,577
tt11854092,8.2,5
tt1185411,5.4,120
tt1185412,4.6,8154
tt1185416,5.5,62073
tt1185420,6.5,14937
tt11854240,6.3,157
tt1185427,5.5,115
tt1185431,6.5,8915
tt1185434,4.2,104
tt1185437,6.0,280
tt1185438,5.9,44
tt1185442,5.7,5120
tt11855030,6.2,13
tt11855826,2.4,177
tt1185590,7.0,74
tt1185594,6.1,788
tt1185596,3.6,156
tt1185602,6.9,12
tt11856036,8.1,23
tt1185608,6.0,57
tt11856418,6.7,21
tt1185646,6.9,42
tt1185654,5.3,318
tt1185663,5.4,13
tt11857234,7.5,26
tt11858122,6.2,6
tt11858292,8.0,19
tt1185832,8.2,12
tt1185834,5.9,64144
tt1185836,7.2,34472
tt1185838,2.5,422
tt11859012,6.1,5476
tt11859476,5.1,17
tt11859486,6.0,42
tt11859518,3.5,147
tt11859872,7.8,714
tt1186025,5.7,187
tt11860412,2.8,19
tt11860862,6.7,18
tt11861034,5.7,52
tt11861188,4.6,8
tt1186248,6.0,1454
tt11862870,6.0,84
tt1186357,6.0,1081
tt1186363,2.9,332
tt1186365,5.0,152
tt1186366,7.2,3385
tt1186367,6.3,71596
tt1186369,7.1,8793
tt1186370,5.8,39889
tt1186371,5.2,1751
tt11864668,4.8,15
tt11864802,7.7,64
tt11865226,7.1,8
tt11865814,5.5,54
tt11865946,6.0,296
tt11866094,6.3,72
tt1186633,8.5,13
tt1186635,4.0,9
tt11866370,4.4,1057
tt11866518,6.6,467
tt1186656,6.5,387
tt1186658,7.4,33
tt1186665,5.8,38
tt11866680,5.6,5
tt1186673,7.1,88
tt11867140,5.7,118
tt11867144,6.3,172
tt11867418,6.8,133
tt11867640,6.1,23
tt1186787,5.6,26
tt1186788,4.2,3410
tt11867884,4.9,1053
tt1186795,6.1,161
tt1186801,4.1,82
tt1186803,5.8,3994
tt1186818,6.5,162
tt11868198,4.8,227
tt1186829,6.5,65
tt1186830,7.1,69243
tt11868816,3.6,10
tt11869546,5.8,197
tt1187025,8.2,40
tt1187038,5.5,549
tt1187041,6.4,6851
tt1187042,4.5,742
tt1187043,8.4,384444
tt1187044,7.3,6039
tt1187046,5.5,824
tt1187047,3.7,2431
tt1187064,6.9,112833
tt11871074,4.9,581
tt11872560,6.1,73
tt11872668,8.6,66
tt11872836,6.4,12
tt11873250,6.8,10
tt11873256,7.9,61
tt11873472,6.2,105
tt11873754,5.0,287
tt11875242,5.8,10
tt11876478,7.2,40
tt11877948,5.5,149
tt11878266,4.0,87
tt11879016,5.2,29
tt11879280,3.9,367
tt11880264,3.2,455
tt11880600,7.5,870
tt11880722,5.4,60
tt11880890,8.9,482
tt11880904,8.4,467
tt11881018,4.9,11
tt11881090,9.0,23
tt1188113,6.2,11367
tt11881160,5.6,4675
tt1188402,3.6,23
tt11884302,6.5,29
tt1188433,7.1,36
tt1188474,6.7,96
tt1188482,6.6,39
tt1188484,4.1,88
tt11886096,6.6,460
tt11886132,5.7,37
tt11886384,6.0,100
tt1188674,5.2,266
tt1188677,7.1,89
tt1188695,6.5,28
tt1188725,4.2,26
tt1188729,6.7,149921
tt1188751,8.0,100
tt11887694,5.5,58
tt11889278,4.7,6
tt11889538,6.9,216
tt1188982,5.1,19509
tt1188983,5.9,2120
tt1188985,5.6,1395
tt1188986,5.8,397
tt1188988,6.2,2180
tt1188990,6.1,9190
tt1188992,6.4,1313
tt1188993,6.0,757
tt1188994,6.5,268
tt1188995,5.9,202
tt1188996,7.9,105120
tt1188998,6.3,2109
tt1189002,3.2,77
tt1189003,6.3,300
tt1189004,5.8,1367
tt1189006,4.2,827
tt1189008,5.9,1187
tt1189009,5.5,266
tt1189021,4.4,39
tt1189029,6.7,85
tt11890562,7.8,1082
tt1189072,6.1,19
tt1189073,7.6,149780
tt1189076,5.8,3041
tt11890910,7.5,10
tt11891870,7.3,1003
tt11892034,5.7,476
tt11892046,6.1,512
tt11892272,6.9,3632
tt11892302,5.7,274
tt11892482,6.7,439
tt1189252,3.6,59
tt1189259,6.1,1886
tt1189260,7.7,38
tt1189267,6.9,79
tt11892916,4.9,1930
tt11893170,7.7,33
tt11893212,3.2,28
tt1189321,4.7,76
tt1189340,7.3,231290
tt1189341,4.8,528
tt1189349,6.6,479
tt1189350,6.3,122
tt1189361,6.4,196
tt1189367,5.8,185
tt1189383,3.0,5160
tt1189394,4.4,136
tt1189397,5.2,7
tt11894184,4.8,8
tt1189432,4.9,226
tt1189437,5.9,44
tt11894498,5.3,359
tt11895902,8.5,7
tt11896378,6.6,11
tt11897082,5.0,163
tt11897340,5.9,425
tt11897964,6.2,20
tt11898060,3.4,8
tt11898208,6.7,18
tt11898764,5.3,26
tt1189882,6.8,13
tt1189889,7.9,8
tt1189893,6.9,1640
tt1189897,5.9,102
tt1189914,4.1,280
tt1190072,6.2,1529
tt1190073,6.7,175
tt1190074,2.7,778
tt1190078,4.3,99
tt1190080,5.8,371796
tt1190088,4.6,53
tt1190115,3.6,29
tt1190120,5.4,39
tt1190124,4.8,48
tt1190127,5.1,197
tt1190130,6.6,94
tt1190132,6.8,54
tt1190144,6.3,58
tt1190160,4.1,12
tt11902024,5.6,262
tt11902980,2.5,215
tt11903004,6.2,1340
tt11905336,6.8,32
tt11905352,6.2,18
tt1190536,7.4,48621
tt1190537,5.6,396
tt11905394,6.2,17
tt1190539,7.8,64712
tt1190545,6.5,871
tt11905470,8.6,92
tt1190550,6.3,7
tt11905552,4.7,31
tt1190556,4.1,540
tt11905622,6.2,70
tt11905678,6.3,74
tt11905698,5.8,122
tt11905730,6.1,309
tt11905944,6.5,11
tt11905960,4.0,370
tt11905962,6.4,23044
tt11906018,2.6,151
tt11906068,6.0,44
tt11906086,5.0,129
tt1190617,4.1,9791
tt11906298,5.3,24
tt11906392,6.3,461
tt11906412,5.0,128
tt1190670,6.3,24
tt1190687,6.2,50
tt11906988,6.3,97
tt1190710,6.2,94
tt1190719,5.5,77
tt11907624,3.4,172
tt11908062,5.2,2676
tt11908406,4.9,28
tt1190858,7.0,3591
tt1190867,5.2,392
tt11908822,7.8,25
tt1190882,4.0,52
tt11908836,8.6,6
tt1190894,6.8,1716
tt11908982,5.5,3255
tt11909040,5.1,107
tt1190904,7.8,31
tt1190905,6.3,584
tt1190910,4.6,1065
tt1190913,3.0,176
tt1190919,4.2,235
tt11910126,3.8,15
tt11910526,5.6,33
tt1191111,7.2,78117
tt1191114,4.1,178
tt1191115,4.1,106
tt1191118,2.8,127
tt1191121,7.4,6037
tt1191128,8.0,80
tt11911290,8.9,10
tt1191129,6.8,49
tt1191130,6.6,934
tt1191138,4.9,2576
tt1191139,5.4,59
tt1191140,6.1,147
tt11911812,4.7,25
tt11912010,5.8,166
tt11912390,6.6,406
tt11912472,3.9,45
tt11912618,6.7,213
tt11912692,8.0,39
tt11913348,4.5,32
tt11914270,7.2,13
tt11914450,3.9,117
tt11915184,7.7,29
tt11916122,6.4,9
tt11916254,6.6,310
tt11917636,5.4,15
tt11917938,5.8,272
tt11917942,6.6,2090
tt11918288,5.6,612
tt11918406,8.8,33
tt1191971,3.8,3216
tt11920236,6.8,49
tt11921114,8.7,22
tt11921820,6.1,51
tt11923304,7.0,1123
tt11924002,8.7,695
tt1192412,6.3,25
tt11924162,8.2,76
tt1192418,8.6,8
tt11924260,6.3,141
tt11924374,5.7,71
tt11924406,6.4,25
tt11924428,5.3,6
tt11924474,7.0,8
tt11924476,4.5,2006
tt11924560,5.3,122
tt1192458,4.0,12
tt11924738,6.2,46
tt11924840,5.5,13
tt1192608,4.0,12
tt1192612,5.7,378
tt1192613,4.7,1303
tt1192617,6.5,112
tt1192620,5.2,811
tt1192621,4.0,543
tt1192624,7.2,844
tt1192625,3.3,152
tt1192626,4.6,29
tt1192628,7.2,256848
tt1192629,6.7,52
tt11927670,4.4,81
tt11928520,7.1,34
tt1192862,5.5,63
tt11928696,6.1,154
tt11928796,3.7,10
tt11928960,8.2,87
tt11929776,6.6,12
tt11930108,5.9,14
tt11930146,7.4,8
tt1193088,5.8,2009
tt11931044,7.0,16
tt1193138,7.4,331174
tt11933770,8.9,12
tt11934564,4.4,10
tt1193460,7.3,1866
tt1193468,5.5,122
tt1193473,3.3,379
tt1193475,4.1,21
tt1193490,6.1,1086
tt11934924,5.8,10
tt11934970,6.6,8
tt1193507,5.7,1754
tt1193516,4.8,26173
tt1193523,5.9,178
tt11935566,7.9,627
tt1193621,7.2,18
tt1193622,4.4,129
tt1193624,4.4,95
tt1193627,5.7,828
tt1193629,7.6,6
tt1193630,4.6,113
tt1193631,6.1,57797
tt11936366,5.6,16
tt11936544,7.8,133
tt11936782,5.1,283
tt11938416,5.6,113
tt11938888,6.7,244
tt11939544,6.5,58
tt11939664,5.9,17
tt11940818,9.4,15
tt1194103,7.2,29
tt1194104,6.2,2325
tt1194124,6.3,539
tt11941248,7.1,279
tt11941418,6.9,19
tt11941700,8.4,1285
tt1194173,6.6,298562
tt11941800,6.6,772
tt11942126,8.4,18
tt1194229,6.3,123
tt1194231,5.7,883
tt1194232,4.4,602
tt1194235,6.7,349
tt1194236,5.0,1773
tt1194238,7.2,16310
tt1194242,6.3,1370
tt1194263,7.0,23145
tt11943698,6.8,14
tt1194417,6.2,17235
tt1194423,2.8,416
tt1194424,5.4,92
tt1194437,5.2,1591
tt1194445,8.2,12
tt11944684,5.7,13
tt11944928,5.4,975
tt11945626,6.7,23
tt1194572,4.4,44
tt1194574,5.7,48
tt1194577,6.5,2084
tt1194582,5.0,367
tt1194595,5.6,9
tt1194603,5.6,202
tt1194606,3.5,533
tt1194607,6.9,1352
tt1194608,5.3,479
tt1194610,5.3,757
tt1194614,6.7,70
