tconst,averageRating,numVotes
tt3181822,4.7,41629
tt3181898,3.9,1526
tt3181920,5.5,1061
tt3181962,8.2,48
tt3182222,2.5,62
tt3182326,6.6,9
tt3182470,5.5,244
tt3182576,7.1,14
tt3182590,6.5,1091
tt3182596,7.2,1415
tt3182620,6.0,3861
tt3182644,7.6,1308
tt3183382,6.8,10
tt3183402,5.8,1399
tt3183630,7.5,6964
tt3183646,5.7,25
tt3183660,7.2,453968
tt3184026,5.6,19
tt3184096,2.1,613
tt3184212,5.0,60
tt3184242,3.4,116
tt3184560,8.0,102
tt3184608,4.8,54
tt3184616,6.6,210
tt3184648,5.6,124
tt3184664,7.1,37
tt3184666,6.9,390
tt3184720,2.5,222
tt3184722,5.9,60
tt3184756,6.6,715
tt3184764,7.9,18
tt3184798,6.2,73
tt3184832,7.8,7
tt3184934,6.5,8504
tt3184964,6.3,50
tt3185040,1.0,360
tt3185114,5.2,42
tt3185154,6.3,428
tt3185602,6.4,1081
tt3185624,8.5,10
tt3185648,6.8,34
tt3185650,7.6,78
tt3185692,5.5,64
tt3185772,8.2,2703
tt3185776,3.8,54
tt3185924,5.9,337
tt3186122,7.8,48
tt3186220,6.2,69
tt3186316,4.9,170
tt3186318,6.0,5470
tt3186552,2.9,248
tt3186736,4.2,72
tt3186788,5.5,34
tt3186838,2.5,615
tt3186946,6.7,3981
tt3186958,4.7,413
tt3187054,4.8,15
tt3187064,5.9,46
tt3187076,7.5,2219
tt3187080,4.9,860
tt3187094,4.0,178
tt3187378,3.2,1767
tt3187464,6.1,69
tt3187586,6.3,8
tt3187804,7.8,6
tt3188048,4.6,368
tt3188402,8.2,7
tt3188492,5.1,2701
tt3188516,4.6,10
tt3188546,8.6,22
tt3188586,4.9,22
tt3188682,5.4,159
tt3188750,5.5,27
tt3188768,5.5,1010
tt3188816,8.6,11
tt3188994,4.8,593
tt3189026,4.8,113
tt3189054,7.1,208
tt3189552,7.2,19
tt3189648,4.1,137
tt3189862,4.5,65
tt3190138,4.2,236
tt3190158,4.4,745
tt3194382,5.0,33
tt3194388,3.6,778
tt3194410,5.6,853
tt3194426,2.8,141
tt3194474,6.3,448
tt3194482,5.0,93
tt3194532,5.6,2751
tt3194590,4.9,1995
tt3194622,5.4,1213
tt3195054,5.6,394
tt3195238,3.8,190
tt3195370,5.8,102
tt3195478,8.0,8
tt3195576,7.5,15
tt3195606,7.9,18
tt3195644,6.1,102592
tt3195776,8.2,17
tt3195786,6.9,76
tt3195826,3.4,47
tt3196156,8.7,17
tt3196174,6.2,309
tt3196418,4.3,51
tt3196692,2.5,151
tt3196830,6.8,344
tt3196884,7.5,504
tt3197486,5.5,55
tt3197528,8.0,55
tt3197766,6.7,6695
tt3197802,6.6,196
tt3198000,4.3,2716
tt3198092,6.1,129
tt3198122,5.5,52
tt3198244,6.8,78
tt3198282,7.0,25
tt3198454,5.1,82
tt3198468,7.6,2814
tt3198476,7.5,14
tt3198484,6.0,395
tt3198544,5.7,80
tt3198638,6.4,219
tt3198652,6.7,664
tt3198670,5.9,46
tt3198698,6.7,2244
tt3198726,3.4,243
tt3198756,3.5,258
tt3198866,5.8,66
tt3198994,5.6,57
tt3199006,6.0,913
tt3200412,4.9,89
tt3200980,6.6,3331
tt3201572,4.7,269
tt3201640,5.8,52112
tt3201654,6.0,221
tt3201704,6.2,36
tt3201722,4.3,1306
tt3201736,6.0,1525
tt3202042,5.9,218
tt3202098,6.0,565
tt3202120,6.1,2793
tt3202200,4.7,694
tt3202202,7.3,11715
tt3202306,6.1,1011
tt3202366,5.3,825
tt3202374,5.8,489
tt3202392,5.4,411
tt3202408,5.4,912
tt3202670,5.6,395
tt3202708,3.6,275
tt3202828,5.2,73
tt3202872,4.3,40
tt3202890,5.2,6303
tt3202940,4.5,315
tt3202972,8.3,42
tt3203126,6.9,11
tt3203242,3.2,31
tt3203310,4.1,24
tt3203364,3.0,229
tt3203502,5.7,527
tt3203528,6.4,22749
tt3203606,7.5,80698
tt3203616,5.8,55644
tt3203620,4.5,8585
tt3203720,4.9,30
tt3203834,4.9,99
tt3203882,7.7,8
tt3203890,6.0,1896
tt3203910,7.7,5054
tt3203954,6.1,180
tt3203962,7.3,11
tt3203992,6.4,314
tt3203996,6.3,483
tt3204012,6.7,315
tt3204020,5.9,58
tt3204144,6.6,5824
tt3204178,5.0,35
tt3204254,3.6,949
tt3204264,4.4,14
tt3204366,6.4,151
tt3204632,5.2,1238
tt3204638,7.1,13
tt3204696,6.9,810
tt3204734,5.1,951
tt3204860,3.6,246
tt3204902,6.7,23
tt3204904,7.5,78
tt3204948,4.5,12
tt3205010,4.7,57
tt3205064,6.6,38
tt3205094,4.6,60
tt3205112,6.3,43
tt3205240,6.7,24
tt3205248,7.2,30
tt3205376,6.9,45176
tt3205434,7.4,26
tt3205438,2.7,144
tt3205630,5.0,206
tt3205714,5.6,137
tt3205846,3.9,321
tt3206074,4.2,260
tt3206146,6.8,21
tt3206392,6.1,280
tt3206586,7.1,71
tt3206594,7.2,11
tt3206616,6.4,434
tt3206798,6.1,25
tt3207160,3.1,789
tt3207376,5.0,529
tt3207378,8.1,23
tt3207778,5.9,10
tt3208026,6.8,11760
tt3208484,8.6,72
tt3208936,6.0,95
tt3208950,6.2,125
tt3208960,5.6,23
tt3208978,6.8,37
tt3208990,7.4,15
tt3209112,4.5,190
tt3209242,6.1,28
tt3209260,6.1,38
tt3209272,5.7,91
tt3209488,6.6,109
tt3209556,7.5,469
tt3209560,4.2,139
tt3209682,6.4,71
tt3209716,8.6,66
tt3209826,4.0,368
tt3209858,6.8,20
tt3209894,4.8,7
tt3210078,5.7,23
tt3210118,6.7,30
tt3210266,8.3,7
tt3210282,4.9,118
tt3210284,7.4,14
tt3210602,5.1,668
tt3210686,5.7,18945
tt3210710,3.9,241
tt3210732,7.7,19
tt3210830,6.0,1026
tt3210836,5.2,55
tt3210892,6.4,6
tt3210998,3.8,90
tt3211048,7.4,144
tt3211088,6.7,20
tt3211170,6.5,16
tt3211400,6.5,2459
tt3211574,7.9,28
tt3211746,6.5,13
tt3211982,7.4,22
tt3212002,6.1,249
tt3212026,4.9,254
tt3212056,4.2,30
tt3212232,5.4,14734
tt3212246,6.6,21
tt3212318,8.2,8
tt3212408,6.4,1035
tt3212608,6.2,2643
tt3212658,5.6,54
tt3212670,5.6,498
tt3212690,8.6,5
tt3212738,6.4,158
tt3212774,7.4,27
tt3212802,5.8,260
tt3212812,6.5,2707
tt3212904,5.4,8593
tt3212910,5.7,572
tt3212916,8.2,47
tt3212948,6.3,8
tt3213078,5.3,57
tt3213126,3.0,6
tt3213204,6.5,106
tt3213222,4.8,169
tt3213224,9.0,9
tt3213382,6.2,11
tt3213512,5.7,1277
tt3213566,7.5,30
tt3213570,5.0,13
tt3213622,5.8,848
tt3213654,4.3,138
tt3213684,7.0,5565
tt3213890,8.3,8
tt3214068,5.7,57
tt3214108,5.4,90
tt3214156,7.6,6
tt3214248,5.4,1607
tt3214392,7.0,586
tt3214448,5.6,538
tt3214700,4.3,17
tt3215168,4.7,520
tt3215258,6.8,1876
tt3215354,5.8,110
tt3215356,5.9,644
tt3215486,4.6,414
tt3215518,6.7,1229
tt3215618,4.0,8
tt3215636,5.3,20
tt3215824,6.0,56729
tt3215826,5.2,1808
tt3215842,6.7,390
tt3215844,6.1,87
tt3216086,4.2,170
tt3216206,6.2,200
tt3216288,1.7,474
tt3216348,5.2,12974
tt3216386,6.3,25
tt3216700,5.6,7
tt3216724,6.0,12
tt3216732,5.9,68
tt3216846,3.2,152
tt3217994,5.7,867
tt3218052,4.8,22
tt3218094,3.2,235
tt3218368,6.8,539
tt3218524,6.9,39
tt3218580,6.2,2985
tt3219080,6.8,16
tt3219084,6.3,52
tt3219106,6.2,213
tt3219154,4.2,30
tt3219194,6.2,1724
tt3219268,7.1,1841
tt3219296,8.2,31
tt3219310,3.2,664
tt3219396,5.8,13
tt3219546,4.2,7
tt3219554,7.7,33
tt3219670,3.8,186
tt3219686,5.6,64
tt3220100,4.4,902
tt3220192,5.4,2468
tt3220528,4.2,845
tt3220574,7.1,53
tt3220576,5.0,32
tt3220890,6.0,301
tt3220900,5.3,447
tt3221046,9.0,9
tt3221480,7.4,38
tt3221518,6.6,10
tt3221544,5.9,1847
tt3221900,5.6,461
tt3221910,5.2,259
tt3221936,4.3,22
tt3221996,7.1,97
tt3222236,7.3,165
tt3222720,6.7,377
tt3222818,7.0,28
tt3222852,6.6,339
tt3222890,4.8,23
tt3223164,7.3,9
tt3223174,8.1,32
tt3223218,6.3,8
tt3223280,6.5,554
tt3223302,6.6,354
tt3223338,5.5,17
tt3223362,7.9,594
tt3223394,5.9,276
tt3223534,4.8,86
tt3223602,6.2,14
tt3223636,6.4,36
tt3223914,5.6,816
tt3224024,5.3,17
tt3224036,6.8,161
tt3224052,4.0,3481
tt3224254,8.2,121
tt3224258,4.4,590
tt3224288,6.9,2411
tt3224458,7.3,76423
tt3224940,6.3,16
tt3224956,5.7,25
tt3225240,4.5,21
tt3225256,7.2,6
tt3225272,6.4,17
tt3225286,7.2,11
tt3225318,5.6,1374
tt3225400,6.1,41
tt3225656,8.6,8
tt3225658,7.0,7
tt3226176,6.8,14
tt3226198,3.9,26
tt3226430,3.8,66
tt3226438,7.0,9
tt3226440,6.6,42
tt3226454,4.4,341
tt3226786,6.4,2657
tt3226956,6.1,24
tt3227010,7.0,102
tt3227016,5.4,270
tt3227034,7.5,261
tt3227216,7.7,55
tt3227340,5.5,48
tt3227346,6.1,17
tt3227352,6.7,25
tt3227358,3.5,26
tt3227442,6.2,269
tt3227548,5.8,145
tt3227712,6.6,492
tt3227844,7.6,13
tt3228070,6.0,24
tt3228088,4.4,1212
tt3228298,7.7,9
tt3228702,7.4,56
tt3228730,7.8,21
tt3228754,6.4,104
tt3228774,7.3,218485
tt3228818,7.2,11
tt3228826,6.0,26
tt3228886,6.6,909
tt3228994,6.4,192
tt3229040,6.1,99
tt3229180,7.0,100
tt3229244,3.2,12
tt3229248,6.5,80
tt3229488,5.5,4538
tt3229648,3.7,132
tt3229762,7.1,52
tt3229768,4.1,601
tt3229778,5.8,57
tt3229910,3.7,16
tt3229936,7.3,284
tt3229950,5.8,13
tt3230082,6.3,3437
tt3230092,5.5,182
tt3230162,6.7,2789
tt3230300,6.1,1345
tt3230608,6.4,324
tt3230660,6.3,2805
tt3230668,6.4,3296
tt3230744,5.8,16
tt3230760,5.8,8
tt3230852,3.3,21
tt3230892,5.9,22
tt3230920,6.3,846
tt3231020,6.8,538
tt3231054,6.3,28004
tt3231390,3.7,658
tt3231500,6.9,43
tt3231580,4.0,38
tt3231686,8.2,19
tt3231734,2.7,652
tt3231754,5.8,7
tt3231784,5.5,17
tt3232156,7.2,1387
tt3232158,8.3,83
tt3232316,7.0,204
tt3232606,5.9,149
tt3232664,5.6,19
tt3232846,7.2,106
tt3233156,6.4,5
tt3233224,6.0,6792
tt3233418,7.2,11189
tt3233464,6.4,26
tt3233506,6.5,87
tt3233512,5.3,85
tt3233610,6.5,16
tt3233718,7.9,365
tt3233926,7.7,10
tt3233972,2.6,558
tt3234038,5.1,18
tt3234050,8.1,304
tt3234060,4.9,22
tt3234078,3.6,667
tt3234084,4.2,2560
tt3234130,3.3,411
tt3234578,6.8,19
tt3234668,3.1,107
tt3235148,6.2,56
tt3235206,6.7,8
tt3235258,1.7,548
tt3235812,5.0,33
tt3235880,4.7,1027
tt3235888,6.8,232234
tt3236120,6.7,7420
tt3236222,7.1,86
tt3236274,2.9,50
tt3236504,5.3,8
tt3236578,5.4,16
tt3236962,7.0,51
tt3236976,4.1,1474
tt3237024,6.4,6
tt3237064,6.7,38
tt3237128,6.2,32
tt3237144,7.6,13
tt3237154,4.6,1211
tt3237172,8.7,11
tt3237406,6.4,4019
tt3237708,4.0,33
tt3237826,3.9,463
tt3237924,8.5,11
tt3237942,4.7,291
tt3238050,2.8,41
tt3238176,6.3,89
tt3238338,6.2,158
tt3238372,6.3,11
tt3238384,7.5,7
tt3238462,4.3,144
tt3238502,3.2,983
tt3238730,5.6,77
tt3238996,5.6,125
tt3239120,7.6,12
tt3239126,7.3,12
tt3239154,5.1,507
tt3239164,5.4,10
tt3239308,9.2,9
tt3239442,6.1,4209
tt3239558,7.0,49
tt3239564,6.7,67
tt3239582,6.5,22
tt3239618,7.0,48
tt3239660,8.4,13
tt3239708,7.2,50
tt3239928,6.0,981
tt3239954,7.8,13
tt3240014,5.9,70
tt3240036,5.3,208
tt3240102,4.9,145
tt3240122,5.4,249
tt3240768,7.9,15
tt3241870,5.6,733
tt3241890,6.6,6
tt3241906,6.1,16
tt3242110,6.2,37
tt3242352,5.1,174
tt3242414,6.7,8
tt3242418,4.9,188
tt3242756,3.1,2308
tt3242768,6.5,12
tt3242808,4.1,17
tt3242986,5.5,504
tt3243196,6.2,119
tt3243216,5.7,135
tt3243364,6.2,709
tt3243464,5.7,564
tt3243474,6.3,129
tt3243554,6.5,396
tt3243630,6.8,77
tt3243664,5.7,46
tt3243764,6.7,22
tt3243772,7.2,716
tt3243774,6.6,13
tt3243874,7.8,8
tt3243876,7.2,9
tt3243904,5.5,33
tt3243940,4.9,173
tt3244320,5.8,13
tt3244416,7.2,9
tt3244446,5.0,2114
tt3244512,7.2,2453
tt3244750,6.0,7
tt3244780,7.8,32
tt3244786,6.5,1933
tt3244886,5.5,20
tt3244888,8.2,14
tt3244892,5.5,42
tt3244992,7.3,4698
tt3244998,6.3,25
tt3245074,5.8,787
tt3245656,3.6,1539
tt3245848,6.5,186
tt3246048,6.8,11
tt3246840,3.9,153
tt3246874,6.9,2521
tt3246908,6.6,545
tt3247234,6.5,76
tt3247286,5.5,342
tt3247646,6.6,47
tt3247678,4.7,99
tt3247714,5.6,33654
tt3247816,6.9,61
tt3247850,7.8,16
tt3247924,3.8,37
tt3247928,7.3,14
tt3248118,6.4,15
tt3248132,2.7,412
tt3248148,7.6,268
tt3248600,5.4,577
tt3248864,6.0,213
tt3248978,5.9,22
tt3248988,4.3,45
tt3249034,4.4,102
tt3249086,7.9,52
tt3249124,4.6,1596
tt3249158,6.4,713
tt3249184,5.9,17
tt3249352,6.5,39
tt3249394,8.6,12
tt3249524,3.2,422
tt3249612,4.9,66
tt3249660,6.8,29
tt3249678,8.2,11
tt3249750,8.4,8
tt3249788,6.0,8
tt3250032,5.2,385
tt3250070,7.6,13
tt3250500,7.0,10
tt3250566,2.8,42
tt3250576,6.3,23
tt3250650,6.0,494
tt3251284,4.6,180
tt3251306,2.7,560
tt3252020,6.6,11
tt3252088,7.0,7
tt3252178,8.3,10
tt3252360,7.1,74
tt3252594,5.4,351
tt3252934,3.9,45
tt3252946,4.6,6
tt3252998,6.5,779
tt3253048,6.1,17
tt3253178,7.5,8
tt3253232,5.2,694
tt3253476,3.2,856
tt3253548,4.5,223
tt3253650,7.8,7030
tt3253750,4.6,388
tt3253930,7.2,33416
tt3253940,7.5,301
tt3254548,7.1,392
tt3254570,5.1,175
tt3254578,8.0,78
tt3254614,5.9,15
tt3254646,6.5,338
tt3254706,4.7,862
tt3254712,5.0,6
tt3254752,3.5,366
tt3254796,5.7,3068
tt3254876,6.3,185
tt3254930,4.1,403
tt3255040,8.2,6
tt3255278,6.1,23
tt3255322,6.0,403
tt3255532,5.9,38
tt3255586,3.9,90
tt3255590,5.7,8760
tt3255776,6.9,16
tt3255826,7.1,1194
tt3255892,6.3,14
tt3255948,7.8,14
tt3256146,5.6,24
tt3256226,4.7,33890
tt3256252,7.2,37
tt3256288,6.3,12
tt3256432,8.8,6
tt3256668,5.6,48
tt3256764,6.4,160
tt3256812,4.7,439
tt3257022,5.4,30
tt3257072,7.2,2585
tt3257092,7.0,96
tt3257168,6.4,460
tt3257300,6.0,33
tt3257396,6.5,57
tt3257450,6.7,15
tt3257494,6.0,48
tt3257520,5.6,52
tt3257538,4.9,170
tt3257550,5.6,784
tt3257582,5.4,1361
tt3257610,5.9,969
tt3257638,6.0,502
tt3257692,6.1,1282
tt3257794,6.2,683
tt3257838,5.8,24
tt3257846,6.7,21
tt3257880,7.6,56
tt3257990,6.3,24
tt3258080,6.8,531
tt3258136,7.8,31
tt3259016,6.6,17
tt3259178,4.5,2037
tt3259220,5.3,73
tt3259226,5.5,27
tt3259276,5.9,368
tt3259312,5.1,92
tt3259320,3.2,256
tt3259324,4.7,11
tt3259392,7.0,19
tt3259410,4.7,9
tt3259424,6.8,245
tt3259474,7.1,2872
tt3259484,8.7,81
tt3259920,6.0,11
tt3259968,5.7,1705
tt3260022,6.2,3894
tt3260090,6.8,9
tt3260482,6.4,32
tt3260588,4.6,23
tt3260622,6.8,49
tt3260760,5.6,73
tt3261020,5.2,120
tt3261022,6.5,141
tt3261182,6.8,62
tt3261302,3.6,1944
tt3261304,8.0,52
tt3261672,4.0,12
tt3261880,7.8,10
tt3261884,3.2,68
tt3261912,4.9,607
tt3262022,6.6,371
tt3262084,4.9,33
tt3262112,6.2,87
tt3262252,5.0,569
tt3262342,7.8,56678
tt3262436,4.2,7
tt3262442,8.5,12
tt3262718,1.0,273
tt3262822,6.7,55
tt3262990,6.7,1883
tt3263052,7.5,37
tt3263096,4.4,942
tt3263128,6.7,14
tt3263178,5.4,323
tt3263192,6.3,24
tt3263222,6.0,135
tt3263230,5.8,68
tt3263306,4.7,197
tt3263310,5.4,11
tt3263378,8.5,57
tt3263408,7.2,103
tt3263614,6.6,11953
tt3263718,6.1,1046
tt3263732,6.0,48
tt3263758,4.2,77
tt3263904,7.4,263873
tt3263912,6.9,10
tt3263946,7.0,10041
tt3264090,3.8,101
tt3264194,3.4,404
tt3264238,4.4,92
tt3264240,5.8,304
tt3264438,6.3,206
tt3264494,6.2,575
tt3264890,5.3,13
tt3265080,7.2,41
tt3265404,5.8,532
tt3265408,7.7,38
tt3265450,6.6,20
tt3265462,7.2,2346
tt3265472,7.1,9
tt3265488,8.2,5
tt3265506,5.4,330
tt3265542,6.9,93
tt3265678,6.7,33
tt3265930,8.2,7
tt3265990,6.7,275
tt3266260,3.8,25
tt3266284,5.3,8934
tt3266322,5.8,41
tt3266324,5.0,272
tt3266366,5.9,50
tt3266538,7.9,22
tt3266724,2.8,2494
tt3266842,5.1,52
tt3266936,6.2,9
tt3266942,4.4,25
tt3266948,4.9,1238
tt3266950,7.1,16
tt3267258,5.7,255
tt3267464,8.6,48
tt3267466,8.0,28
tt3267784,6.3,406
tt3268288,5.3,192
tt3268340,6.6,2549
tt3268668,5.4,6810
tt3268766,4.8,12
tt3268790,3.8,613
tt3269024,8.7,10
tt3269074,6.4,1042
tt3269932,6.1,258
tt3270104,5.6,72
tt3270108,5.8,4287
tt3270256,6.1,22
tt3270430,5.2,29
tt3270472,6.6,320
tt3270636,6.5,72
tt3270968,7.6,18
tt3271010,6.1,23
tt3271078,7.7,20
tt3271120,5.7,845
tt3271150,5.4,30
tt3271200,6.6,42
tt3271314,6.1,104
tt3271326,6.6,28
tt3271344,7.2,26
tt3271700,6.4,1335
tt3271854,5.5,22
tt3272050,6.2,60
tt3272066,5.8,50539
tt3272572,3.6,63
tt3273434,5.3,871
tt3273632,4.7,654
tt3273636,7.2,2005
tt3273644,5.5,734
tt3273738,6.1,45
tt3273932,5.9,222
tt3274484,8.2,1518
tt3274618,5.2,73
tt3274666,3.8,262
tt3274690,5.7,2730
tt3274704,4.2,440
tt3274708,5.4,317
tt3274728,4.5,162
tt3274964,7.7,17
tt3275082,6.1,44
tt3275194,6.7,16
tt3275216,5.8,2975
tt3275362,5.5,45
tt3276362,5.7,67
tt3276390,4.8,216
tt3276518,3.2,716
tt3276618,5.0,308
tt3276632,5.7,729
tt3276648,6.3,28
tt3276862,7.3,321
tt3276924,6.1,30104
tt3276944,6.9,2680
tt3277072,6.1,13
tt3277146,7.1,89
tt3277446,6.1,266
tt3277468,7.5,62
tt3277570,6.7,14
tt3277622,5.2,83
tt3277624,5.4,2197
tt3277706,8.9,12
tt3278224,7.4,3341
tt3278242,6.4,35
tt3278330,6.4,28259
tt3278416,5.5,815
tt3278422,8.2,16
tt3278500,8.9,94
tt3278540,5.1,4837
tt3278582,8.2,12
tt3278650,8.6,14
tt3278718,6.4,7
tt3278810,4.9,263
tt3278864,6.8,6
tt3278950,7.6,77
tt3278988,5.0,835
tt3279024,7.8,12
tt3279176,5.5,4752
tt3279182,4.9,40
tt3279244,9.1,43
tt3279418,7.9,8
tt3279420,7.6,31
tt3279464,7.0,93
tt3279818,7.2,83
tt3279870,4.7,37
tt3279956,6.1,23
tt3280176,6.4,280
tt3280186,3.8,609
tt3280262,5.2,24147
tt3280264,7.0,332
tt3280486,6.5,81
tt3280522,6.8,321
tt3280730,3.6,597
tt3280916,5.5,8737
tt3281394,5.6,472
tt3281502,5.9,175
tt3281506,5.5,402
tt3281548,7.8,189803
tt3281640,7.0,221
tt3281684,6.5,70
tt3281892,8.5,72
tt3281920,5.4,519
tt3281960,6.4,569
tt3281966,6.6,20
tt3282076,4.5,5690
tt3282220,6.0,97
tt3282308,5.8,205
tt3282370,5.2,54
tt3282484,4.8,264
tt3282664,6.4,48
tt3282736,6.5,19
tt3282858,5.5,10221
tt3283512,6.9,11
tt3283556,5.9,2572
tt3283632,4.7,12
tt3283642,6.6,8
tt3283664,5.2,2145
tt3283698,5.4,220
tt3283708,3.7,130
tt3283714,7.4,6293
tt3283718,6.1,4712
tt3283740,4.6,14
tt3283754,6.0,93
tt3283792,4.5,1550
tt3283802,5.4,39
tt3283804,7.0,5052
tt3283864,6.3,1958
tt3283950,6.8,99
tt3283996,5.8,120
tt3284178,6.9,2221
tt3284238,5.4,75
tt3284450,5.2,657
tt3284618,5.1,200
tt3285114,5.2,254
tt3285740,4.6,549
tt3285802,6.5,389
tt3285838,6.8,32
tt3286052,5.9,21744
tt3286166,6.5,15
tt3286560,4.9,5040
tt3287980,8.6,8
tt3288166,6.0,110
tt3288508,6.0,231
tt3288670,3.2,258
tt3288776,4.8,7
tt3288948,6.3,728
tt3288992,3.4,363
tt3289080,5.9,6394
tt3289126,7.0,1919
tt3289324,6.5,9
tt3289362,6.9,2612
tt3289606,3.4,51
tt3289712,5.5,11143
tt3289724,6.2,23481
tt3289728,6.0,30237
tt3289804,4.3,174
tt3289956,6.8,112721
tt3290322,6.0,1171
tt3290440,6.1,636
tt3290452,6.8,26
tt3290482,5.7,14
tt3290676,7.2,1005
tt3290688,4.7,1901
tt3290714,6.1,251
tt3290882,6.9,891
tt3291148,5.7,1842
tt3291632,2.2,267
tt3291784,7.2,50
tt3291788,4.2,279
tt3292080,6.2,635
tt3292124,5.1,13
tt3292146,5.5,68
tt3292222,5.1,10
tt3292790,2.6,15
tt3293138,4.0,736
tt3293174,4.8,276
tt3293250,3.9,144
tt3293356,2.8,45
tt3293380,7.6,11
tt3293462,4.7,927
tt3293586,4.2,51
tt3293594,4.0,2187
tt3293714,4.4,15
tt3293724,4.9,71
tt3293768,8.6,16
tt3293888,8.8,8
tt3294120,6.9,26
tt3294200,5.3,6796
tt3294206,6.3,101
tt3294340,6.3,80
tt3294500,6.8,7
tt3294634,6.2,130
tt3294664,3.6,234
tt3294732,6.1,622
tt3294746,6.6,3991
tt3294904,4.1,40
tt3294974,6.4,20
tt3295046,7.2,55
tt3295146,7.6,75
tt3295180,7.7,69
tt3295182,6.7,55
tt3295256,6.9,13
tt3295330,7.5,47
tt3295354,3.9,410
tt3295482,3.6,866
tt3295734,7.7,2727
tt3295872,7.8,18
tt3295964,6.7,25
tt3295974,6.9,396
tt3296136,6.1,27
tt3296156,7.1,2904
tt3296204,5.6,1385
tt3296434,3.8,497
tt3296558,6.0,127
tt3296588,6.2,6
tt3296658,7.2,14174
tt3296724,5.5,13
tt3296742,4.7,96
tt3296776,5.8,7
tt3296870,3.4,52
tt3296908,6.4,16367
tt3296962,6.9,34
tt3296980,7.1,758
tt3297010,7.6,16
tt3297046,4.3,7
tt3297186,6.4,46
tt3297250,3.0,20
tt3297330,6.4,23740
tt3297382,4.1,1604
tt3297476,5.4,37
tt3297554,6.3,993
tt3297586,3.5,272
tt3297792,4.0,2106
tt3297804,6.5,43
tt3298096,3.0,19
tt3298190,4.4,542
tt3298318,5.8,17
tt3298522,5.5,151
tt3298600,6.0,1306
tt3298690,5.1,330
tt3299064,5.5,28
tt3299316,4.3,14
tt3299604,4.6,134
tt3299996,6.5,48
tt3300078,6.0,28
tt3300340,2.5,14
tt3300442,6.0,1689
tt3300462,5.9,52
tt3300526,3.6,87
tt3300542,5.9,155800
tt3300572,5.1,4976
tt3300614,4.7,17
tt3300712,3.5,339
tt3300820,4.4,64
tt3300874,6.5,284
tt3300880,7.7,52
tt3300904,6.5,2472
tt3300932,4.8,270
tt3300980,7.3,25395
tt3301012,6.3,118
tt3301150,3.2,71
tt3301160,6.2,11
tt3301182,3.8,9
tt3301196,5.3,2298
tt3301314,6.0,676
tt3301640,5.4,17
tt3301874,6.2,22
tt3301888,6.6,59
tt3302018,8.8,25
tt3302078,5.6,466
tt3302080,5.4,61
tt3302092,3.9,77
tt3302258,4.5,66
tt3302344,5.8,9
tt3302348,3.8,63
tt3302470,7.8,11
tt3302594,6.1,911
tt3302654,6.7,2085
tt3302706,6.7,6901
tt3302788,5.3,7
tt3302850,5.6,20
tt3302962,5.6,4041
tt3303020,4.3,206
tt3303142,6.2,13
tt3303148,7.9,39
tt3303310,7.7,702
tt3303416,6.2,285
tt3303444,8.2,69
tt3303446,6.5,1242
tt3303630,6.8,123
tt3303652,5.5,270
tt3303728,6.9,3422
tt3303730,6.2,1661
tt3304184,5.8,106
tt3304472,7.8,7
tt3304480,7.9,17
tt3304688,5.8,78
tt3304756,3.0,935
tt3304850,6.7,86
tt3304874,6.7,8
tt3305060,6.3,522
tt3305062,6.7,37
tt3305176,3.8,401
tt3305240,7.4,15
tt3305248,5.1,20
tt3305274,3.5,23
tt3305308,5.8,8175
tt3305316,6.8,6277
tt3305372,8.3,8
tt3305388,7.3,472
tt3305844,4.2,3275
tt3306776,5.6,1440
tt3306854,6.6,110
tt3306858,6.3,1238
tt3306984,5.7,22
tt3307226,5.5,7
tt3307314,6.9,13
tt3307320,6.4,10
tt3307330,7.5,15
tt3307368,5.7,15
tt3307432,6.5,11
tt3307438,7.5,85
tt3307450,5.6,146
tt3307800,3.8,253
tt3307852,4.9,435
tt3308106,6.1,86
tt3308320,7.8,35
tt3308358,5.6,133
tt3308446,6.4,7
tt3308710,7.8,18
tt3309136,5.2,136
tt3309662,2.0,756
tt3309766,6.5,66
tt3309818,6.3,14
tt3309844,4.4,115
tt3309874,3.8,197
tt3310064,3.4,10
tt3310116,7.5,39
tt3310180,4.4,6
tt3310280,6.3,126
tt3310600,5.7,148
tt3310896,3.5,806
tt3310976,5.5,77
tt3311014,4.1,47
tt3311020,4.7,2090
tt3311058,4.8,20
tt3311126,4.9,16
tt3311142,6.4,7
tt3311146,7.9,236
tt3311150,7.3,24
tt3311176,5.8,1713
tt3311236,5.2,7
tt3311564,3.3,35
tt3311862,6.4,88
tt3311870,3.5,25
tt3311900,6.8,1116
tt3311914,6.6,58
tt3311944,7.8,10
tt3311988,4.9,4054
tt3312058,5.8,34
tt3312160,6.4,49
tt3312180,3.7,1476
tt3312230,3.9,128
tt3312330,5.2,5
tt3312604,6.2,605
tt3312762,5.1,376
tt3312770,8.0,34
tt3312830,7.3,77431
tt3312838,7.0,135
tt3312866,7.0,6
tt3312884,7.5,22
tt3312888,6.3,44
tt3312900,4.8,80
tt3312936,2.6,743
tt3312968,5.5,16
tt3313054,3.3,1009
tt3313066,8.4,2080
tt3313072,8.5,311
tt3313160,5.8,35
tt3313182,5.3,1181
tt3313302,4.7,21
tt3313314,4.0,665
tt3313324,3.9,2398
tt3313360,6.1,100
tt3313622,4.9,28
